,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
21334,none,52.4737,13.46476,Townhouse,Private room,1,1.5,1.0,16.0,Neukölln,2,1125
21335,none,52.533609999999996,13.3798,Apartment,Entire home/apt,5,1.0,2.0,180.0,Mitte,4,190
21336,none,52.506209999999996,13.403179999999999,Apartment,Entire home/apt,2,1.0,1.0,75.0,Kreuzberg,3,1125
21337,none,52.54094,13.437420000000001,Apartment,Private room,1,1.0,1.0,25.0,Prenzlauer Berg,1,1125
21338,none,52.529680000000006,13.396479999999999,Apartment,Private room,2,1.0,1.0,59.0,Mitte,4,1125
21339,none,52.51231,13.45665,Apartment,Private room,2,1.0,1.0,80.0,Friedrichshain,2,8
21340,none,52.546369999999996,13.40285,Apartment,Entire home/apt,2,1.0,1.0,90.0,Prenzlauer Berg,2,1125
21341,none,52.5538,13.3794,Condominium,Private room,1,2.5,1.0,33.0,Wedding,7,21
21342,none,52.3478,13.64195,House,Entire home/apt,4,1.0,2.0,100.0,Schmöckwitz,3,1125
21344,none,52.584230000000005,13.3018,Condominium,Entire home/apt,2,1.0,1.0,36.0,Wittenau,7,1125
21345,none,52.473119999999994,13.439770000000001,Apartment,Entire home/apt,3,1.0,1.0,80.0,Neukölln,2,1125
21346,none,52.49918,13.34842,Apartment,Private room,1,1.0,1.0,50.0,Schöneberg,2,1125
21347,none,52.469680000000004,13.438310000000001,Apartment,Entire home/apt,3,1.0,0.0,42.0,Neukölln,1,31
21348,none,52.45208,13.31887,Apartment,Entire home/apt,2,1.0,1.0,70.0,Steglitz,2,9
21349,none,52.51752,13.459679999999999,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,3,1125
21350,none,52.58498,13.40954,Apartment,Private room,2,2.0,1.0,45.0,Niederschönhausen,2,1125
21351,none,52.52455,13.301689999999999,Condominium,Entire home/apt,3,1.0,2.0,59.0,Charlottenburg,1,1125
21352,none,52.552969999999995,13.42105,Apartment,Entire home/apt,1,1.0,1.0,48.0,Prenzlauer Berg,3,16
21353,none,52.399809999999995,13.57775,Apartment,Entire home/apt,4,1.0,1.0,52.0,Bohnsdorf,7,28
21354,none,52.51769,13.46524,Apartment,Private room,3,1.0,1.0,63.0,Friedrichshain,1,1125
21355,none,52.45531999999999,13.570479999999998,Townhouse,Entire home/apt,6,1.5,3.0,140.0,Köpenick,2,1125
21356,none,52.50589,13.487860000000001,Loft,Entire home/apt,4,1.0,0.0,70.0,Rummelsburg,1,10
21357,none,52.49035,13.435410000000001,Apartment,Entire home/apt,2,1.0,1.0,90.0,Neukölln,1,30
21358,none,52.4846,13.3848,Apartment,Entire home/apt,4,1.0,1.0,80.0,Tempelhof,2,1125
21359,none,52.47116,13.44135,Apartment,Entire home/apt,4,1.0,1.0,140.0,Neukölln,1,14
21360,none,52.54899,13.425379999999999,Apartment,Private room,2,1.0,1.0,25.0,Prenzlauer Berg,7,62
21361,none,52.46856,13.314929999999999,Apartment,Entire home/apt,4,1.0,3.0,120.0,Wilmersdorf,5,360
21363,none,52.529419999999995,13.393770000000002,Apartment,Entire home/apt,2,1.0,1.0,85.0,Mitte,5,20
21365,none,52.53196,13.3983,Apartment,Entire home/apt,2,1.0,1.0,90.0,Mitte,5,20
21366,none,52.55265,13.40414,Apartment,Entire home/apt,2,1.0,1.0,60.0,Prenzlauer Berg,2,62
21368,none,52.48395,13.382979999999998,Apartment,Entire home/apt,2,1.0,1.0,60.0,Tempelhof,2,1125
21370,none,52.558780000000006,13.345529999999998,Apartment,Private room,2,1.0,1.0,45.0,Wedding,2,30
21371,none,52.550340000000006,13.40572,Apartment,Entire home/apt,3,1.0,1.0,120.0,Prenzlauer Berg,5,1125
21372,none,52.51428000000001,13.452739999999999,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,1,1125
21373,none,52.469969999999996,13.465010000000001,Apartment,Private room,2,1.0,1.0,30.0,Neukölln,3,90
21374,none,52.51895,13.4643,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,2,1125
21375,none,52.53315,13.408660000000001,Apartment,Entire home/apt,4,1.0,2.0,170.0,Prenzlauer Berg,2,1125
21376,none,52.48976,13.434579999999999,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,2,1125
21377,none,52.498940000000005,13.416260000000001,Apartment,Private room,2,1.0,1.0,45.0,Kreuzberg,2,1125
21378,none,52.50148000000001,13.33721,Apartment,Entire home/apt,3,1.5,1.0,250.0,Charlottenburg,2,1125
21379,none,52.507780000000004,13.46146,Apartment,Entire home/apt,4,1.0,2.0,88.0,Friedrichshain,5,30
21380,none,52.491240000000005,13.42888,Apartment,Private room,3,2.0,1.0,59.0,Neukölln,3,1125
21381,none,52.51806,13.19573,House,Private room,2,1.0,1.0,27.0,Wilhelmstadt,2,1125
21383,none,52.4837,13.44555,Apartment,Entire home/apt,4,1.0,1.0,68.0,Neukölln,2,17
21384,none,52.488080000000004,13.4535,Apartment,Private room,4,1.5,3.0,26.0,Alt-Treptow,1,7
21385,none,52.58821,13.337810000000001,Apartment,Entire home/apt,4,1.0,1.0,55.0,Wittenau,2,14
21386,none,52.46253000000001,13.28295,Apartment,Private room,5,1.0,2.0,60.0,Dahlem,3,15
21388,none,52.48008000000001,13.44556,Apartment,Private room,2,1.0,1.0,60.0,Neukölln,2,1125
21389,none,52.46468,13.48984,Apartment,Private room,2,1.5,0.0,38.0,Baumschulenweg,1,40
21390,none,52.50776,13.46335,Apartment,Entire home/apt,3,1.0,1.0,85.0,Friedrichshain,3,8
21391,none,52.49969,13.35033,Apartment,Private room,2,1.0,1.0,30.0,Schöneberg,2,10
21392,none,52.48073,13.425429999999999,Apartment,Private room,2,1.0,1.0,45.0,Neukölln,2,1125
21393,none,52.48511,13.43951,Apartment,Entire home/apt,2,1.0,1.0,90.0,Neukölln,2,5
21394,none,52.51161999999999,13.288329999999998,Apartment,Private room,2,2.0,6.0,45.0,Charlottenburg,1,21
21395,none,52.54792,13.415170000000002,Apartment,Entire home/apt,2,1.0,1.0,60.0,Prenzlauer Berg,2,1125
21396,none,52.52438000000001,13.406529999999998,Apartment,Entire home/apt,2,1.0,1.0,95.0,Mitte,1,1125
21397,none,52.49534,13.513079999999999,Apartment,Entire home/apt,1,1.0,1.0,20.0,Friedrichsfelde,1,13
21398,none,52.549969999999995,13.353539999999999,Apartment,Entire home/apt,1,1.0,1.0,45.0,Wedding,2,1125
21399,none,52.5414,13.39993,Apartment,Entire home/apt,4,1.0,2.0,120.0,Wedding,4,1125
21400,none,52.508880000000005,13.37486,Apartment,Entire home/apt,4,1.0,1.0,120.0,Tiergarten,1,7
21401,none,52.48591999999999,13.4462,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,2,1125
21402,none,52.512330000000006,13.28909,Apartment,Private room,2,2.0,6.0,35.0,Charlottenburg,1,14
21404,none,52.53748,13.401660000000001,Apartment,Private room,2,1.0,1.0,49.0,Mitte,2,1125
21405,none,52.52275,13.33789,Apartment,Private room,2,1.0,1.0,62.0,Moabit,1,10
21406,none,52.513780000000004,13.45946,House,Private room,2,1.0,1.0,40.0,Friedrichshain,3,20
21407,none,52.499190000000006,13.41455,Apartment,Entire home/apt,2,1.0,1.0,50.0,Kreuzberg,3,13
21408,none,52.466080000000005,13.43475,Apartment,Entire home/apt,6,1.0,3.0,120.0,Neukölln,3,1125
21409,none,52.4726,13.439689999999999,Apartment,Entire home/apt,4,1.0,2.0,85.0,Neukölln,4,1125
21410,none,52.523030000000006,13.4507,Apartment,Entire home/apt,4,1.0,0.0,99.0,Friedrichshain,2,360
21411,none,52.4997,13.42702,Apartment,Private room,2,1.0,1.0,45.0,Kreuzberg,5,1125
21412,none,52.45155,13.3118,Apartment,Entire home/apt,2,1.0,1.0,95.0,Lichterfelde,6,14
21413,none,52.533930000000005,13.15019,Apartment,Entire home/apt,2,1.0,0.0,44.0,Staaken,3,15
21414,none,52.54589,13.34329,Apartment,Private room,1,1.0,1.0,29.0,Wedding,2,1125
21415,none,52.49847,13.423210000000001,Apartment,Private room,1,1.5,1.0,25.0,Kreuzberg,1,1125
21416,none,52.53301,13.3796,Apartment,Entire home/apt,2,1.0,0.0,140.0,Mitte,4,190
21417,none,52.47881999999999,13.441410000000001,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,4,31
21418,none,52.5108,13.459229999999998,Apartment,Private room,2,1.0,1.0,40.0,Friedrichshain,1,30
21419,none,52.46744,13.42958,Apartment,Entire home/apt,2,1.0,1.0,70.0,Neukölln,3,1125
21420,none,52.42638,13.335770000000002,Apartment,Private room,2,1.0,1.0,40.0,Lankwitz,3,1124
21421,none,52.509209999999996,13.40179,Apartment,Entire home/apt,2,1.0,1.0,45.0,Mitte,4,14
21422,none,52.503930000000004,13.46706,Apartment,Private room,2,1.0,1.0,28.0,Friedrichshain,2,1125
21423,none,52.48828,13.441529999999998,Apartment,Entire home/apt,2,1.0,1.0,45.0,Neukölln,5,1125
21425,none,52.47837,13.42496,Apartment,Private room,2,1.0,1.0,34.0,Neukölln,1,5
21426,none,52.48995,13.323770000000001,Apartment,Entire home/apt,7,1.0,3.0,175.0,Wilmersdorf,1,1125
21427,none,52.563590000000005,13.20849,Apartment,Entire home/apt,4,1.0,1.0,99.0,Hakenfelde,1,1125
21428,none,52.48995,13.425089999999999,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,1,3
21429,none,52.520340000000004,13.40492,Apartment,Private room,2,1.0,1.0,50.0,Mitte,3,1125
21430,none,52.5071,13.32184,Apartment,Entire home/apt,6,1.0,2.0,105.0,Charlottenburg,1,1125
21431,none,52.60105,13.2469,Apartment,Private room,2,1.0,1.0,100.0,Heiligensee,1,365
21433,none,52.53511999999999,13.40599,Apartment,Entire home/apt,3,1.0,1.0,140.0,Mitte,2,1125
21434,none,52.572219999999994,13.34574,Apartment,Entire home/apt,2,1.0,1.0,40.0,Reinickendorf,5,10
21435,none,52.51354,13.430639999999999,Apartment,Private room,2,1.0,1.0,49.0,Friedrichshain,2,1125
21436,none,52.52015,13.46541,Apartment,Private room,1,1.0,0.0,36.0,Friedrichshain,1,30
21437,none,52.5429,13.41378,Apartment,Private room,2,1.0,1.0,49.0,Prenzlauer Berg,1,1125
21438,none,52.508959999999995,13.45181,Apartment,Private room,1,1.0,1.0,40.0,Friedrichshain,6,1125
21439,none,52.5412,13.41475,Apartment,Private room,2,1.0,1.0,55.0,Prenzlauer Berg,2,8
21440,none,52.48924,13.45338,Apartment,Entire home/apt,2,1.0,1.0,42.0,Alt-Treptow,3,1125
21441,none,52.53244,13.39124,Apartment,Entire home/apt,2,1.0,0.0,75.0,Mitte,2,1125
21442,none,52.48134,13.35811,Apartment,Private room,2,1.0,1.0,60.0,Schöneberg,1,28
21444,none,52.51914,13.351820000000002,Barn,Private room,1,1.5,1.0,47.0,Moabit,1,1125
21445,none,52.47971,13.320910000000001,Apartment,Entire home/apt,2,1.0,1.0,32.0,Wilmersdorf,3,1125
21447,none,52.502069999999996,13.45244,Apartment,Entire home/apt,3,1.0,1.0,55.0,Friedrichshain,6,1125
21448,none,52.503080000000004,13.346470000000002,Apartment,Entire home/apt,2,1.0,1.0,100.0,Schöneberg,1,1125
21449,none,52.4983,13.41399,Apartment,Private room,2,1.0,1.0,38.0,Kreuzberg,4,14
21450,none,52.5424,13.41535,Apartment,Private room,2,1.0,1.0,60.0,Prenzlauer Berg,3,7
21451,none,52.506530000000005,13.31595,Apartment,Private room,2,1.0,1.0,39.0,Charlottenburg,1,14
21452,none,52.561609999999995,13.44435,Apartment,Entire home/apt,4,1.0,2.0,41.0,Weißensee,2,50
21453,none,52.497890000000005,13.33601,Apartment,Entire home/apt,2,1.0,1.0,40.0,Wilmersdorf,5,14
21454,none,52.53785,13.39259,Apartment,Entire home/apt,6,1.0,2.0,75.0,Wedding,1,1125
21455,none,52.5519,13.4024,Apartment,Entire home/apt,2,1.0,1.0,125.0,Prenzlauer Berg,5,1125
21456,none,52.477540000000005,13.44886,Apartment,Private room,1,1.0,1.0,27.0,Neukölln,5,15
21458,none,52.533530000000006,13.34651,Apartment,Entire home/apt,3,1.0,1.0,45.0,Moabit,1,30
21460,none,52.48106,13.43705,Apartment,Private room,1,1.0,1.0,25.0,Neukölln,3,1125
21461,none,52.51209,13.28911,Apartment,Entire home/apt,8,1.0,2.0,200.0,Charlottenburg,1,1125
21463,none,52.57255,13.41155,Apartment,Private room,2,1.5,1.0,30.0,Pankow,1,1125
21464,none,52.51263,13.45734,Apartment,Private room,2,2.0,1.0,49.0,Friedrichshain,1,40
21465,none,52.521280000000004,13.45165,Apartment,Private room,4,1.0,0.0,40.0,Friedrichshain,2,4
21466,none,52.4839,13.43377,Apartment,Private room,2,1.0,1.0,50.0,Neukölln,1,7
21467,none,52.50545,13.4692,Apartment,Private room,2,1.0,1.0,32.0,Friedrichshain,2,90
21468,none,52.529869999999995,13.40129,Apartment,Entire home/apt,5,1.0,1.0,86.0,Mitte,1,1125
21469,none,52.54331,13.418429999999999,Apartment,Entire home/apt,2,1.0,0.0,35.0,Prenzlauer Berg,5,1124
21470,none,52.50755,13.34939,Apartment,Entire home/apt,3,1.0,0.0,20.0,Tiergarten,1,1125
21471,none,52.51975,13.405660000000001,Apartment,Entire home/apt,1,1.0,1.0,45.0,Mitte,1,1125
21472,none,52.5041,13.290779999999998,Apartment,Private room,2,1.0,1.0,39.0,Charlottenburg,1,6
21473,none,52.538419999999995,13.425239999999999,Apartment,Entire home/apt,4,1.0,1.0,75.0,Prenzlauer Berg,2,1125
21474,none,52.5099,13.289439999999999,Apartment,Entire home/apt,10,2.0,3.0,300.0,Charlottenburg,1,1125
21475,none,52.525059999999996,13.34551,Apartment,Private room,2,0.0,0.0,100.0,Moabit,4,1125
21476,none,52.50605,13.4208,Loft,Entire home/apt,4,1.0,1.0,110.0,Mitte,3,1125
21477,none,52.507090000000005,13.467020000000002,Condominium,Private room,1,1.0,1.0,27.0,Friedrichshain,4,100
21478,none,52.53341999999999,13.39534,Apartment,Entire home/apt,2,1.0,1.0,79.0,Mitte,2,1125
21479,none,52.53159,13.4011,Apartment,Entire home/apt,1,1.0,0.0,69.0,Mitte,3,75
21480,none,52.47411999999999,13.4544,Apartment,Entire home/apt,3,1.0,0.0,55.0,Neukölln,7,365
21481,none,52.50051,13.40879,Apartment,Entire home/apt,2,1.0,1.0,70.0,Kreuzberg,2,7
21483,none,52.56304,13.37243,Apartment,Entire home/apt,4,1.0,1.0,34.0,Reinickendorf,1,1125
21484,none,52.482380000000006,13.443729999999999,Apartment,Private room,2,1.0,1.0,30.0,Neukölln,2,8
21485,none,52.52803,13.344560000000001,Apartment,Private room,2,0.0,0.0,68.0,Moabit,4,5
21486,none,52.59225,13.40865,Apartment,Entire home/apt,5,2.0,2.0,115.0,Niederschönhausen,1,1125
21487,none,52.54275,13.41811,Apartment,Entire home/apt,1,1.0,0.0,26.0,Prenzlauer Berg,6,30
21488,none,52.535019999999996,13.430929999999998,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,3,1125
21489,none,52.49839,13.440079999999998,Apartment,Private room,2,1.0,1.0,55.0,Kreuzberg,4,1125
21490,none,52.52366,13.4522,Apartment,Entire home/apt,3,1.0,1.0,55.0,Friedrichshain,2,1125
21492,none,52.533190000000005,13.36011,Apartment,Entire home/apt,4,1.0,1.0,199.0,Moabit,1,1125
21493,none,52.51288,13.471070000000001,Apartment,Entire home/apt,14,2.0,4.0,300.0,Friedrichshain,3,1125
21494,none,52.48275,13.183629999999999,House,Private room,2,1.0,1.0,50.0,Gatow,1,7
21496,none,52.52961,13.38981,Apartment,Entire home/apt,4,1.0,1.0,75.0,Mitte,1,180
21497,none,52.47387,13.44174,Apartment,Entire home/apt,3,1.0,2.0,45.0,Neukölln,2,1125
21498,none,52.559219999999996,13.377479999999998,Apartment,Entire home/apt,3,1.0,0.0,75.0,Wedding,3,1125
21499,none,52.51177,13.4559,Apartment,Entire home/apt,2,1.0,1.0,60.0,Friedrichshain,3,1125
21500,none,52.47155,13.4522,Apartment,Entire home/apt,2,1.0,1.0,30.0,Neukölln,2,1125
21501,none,52.5644,13.48206,Apartment,Entire home/apt,4,1.5,1.0,85.0,Weißensee,3,1125
21502,none,52.53305,13.329410000000001,Apartment,Entire home/apt,2,1.0,1.0,60.0,Moabit,2,1125
21503,none,52.574780000000004,13.36425,Apartment,Private room,2,1.0,1.0,45.0,Reinickendorf,1,4
21504,none,52.528059999999996,13.38839,Apartment,Entire home/apt,4,1.0,1.0,65.0,Mitte,1,60
21505,none,52.524969999999996,13.44631,Apartment,Entire home/apt,3,1.0,1.0,79.0,Friedrichshain,4,1125
21506,none,52.529740000000004,13.41351,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,2,4
21507,none,52.496069999999996,13.510779999999999,Apartment,Private room,2,1.0,1.0,55.0,Friedrichsfelde,2,1125
21508,none,52.546569999999996,13.21764,Apartment,Entire home/apt,2,1.0,1.0,75.0,Hakenfelde,2,1125
21509,none,52.49621,13.390279999999999,Apartment,Entire home/apt,2,1.0,1.0,40.0,Kreuzberg,5,120
21511,none,52.545030000000004,13.41676,Apartment,Entire home/apt,3,1.0,2.0,105.0,Prenzlauer Berg,5,1125
21512,none,52.46784,13.434170000000002,Condominium,Entire home/apt,2,1.0,1.0,80.0,Neukölln,3,1125
21513,none,52.46305,13.37774,Apartment,Entire home/apt,4,1.0,2.0,36.0,Tempelhof,7,10
21514,none,52.51755,13.279929999999998,House,Private room,1,1.0,1.0,44.0,Westend,1,1125
21515,none,52.52672,13.446179999999998,Apartment,Private room,2,1.0,1.0,28.0,Friedrichshain,1,1125
21516,none,52.489180000000005,13.448179999999999,Apartment,Entire home/apt,2,1.5,1.0,55.0,Alt-Treptow,1,1125
21517,none,52.535169999999994,13.431320000000001,Apartment,Private room,2,1.5,1.0,45.0,Prenzlauer Berg,3,30
21518,none,52.55314,13.41262,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,3,20
21519,none,52.56527,13.52348,Apartment,Entire home/apt,8,1.0,4.0,80.0,Neu-Hohenschönhausen,1,90
21520,none,52.511919999999996,13.311570000000001,Apartment,Private room,2,1.0,1.0,65.0,Charlottenburg,1,5
21521,none,52.50646999999999,13.471329999999998,Apartment,Private room,2,1.0,1.0,60.0,Friedrichshain,2,5
21522,none,52.54046999999999,13.413279999999999,Apartment,Entire home/apt,4,1.0,1.0,90.0,Prenzlauer Berg,1,8
21523,none,52.547619999999995,13.407570000000002,Apartment,Entire home/apt,4,1.0,1.0,70.0,Prenzlauer Berg,2,10
21524,none,52.49146999999999,13.391879999999999,Apartment,Private room,1,1.0,0.0,40.0,Kreuzberg,1,1125
21525,none,52.5092,13.28731,Apartment,Entire home/apt,2,2.5,1.0,150.0,Charlottenburg,2,4
21527,none,52.484030000000004,13.183279999999998,House,Private room,2,1.0,1.0,40.0,Gatow,1,14
21528,none,52.54981,13.41148,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,1,7
21530,none,52.48295,13.42591,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,5,1125
21531,none,52.54845,13.413160000000001,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,2,1125
21532,none,52.48191,13.44445,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,2,1125
21533,none,52.561769999999996,13.41061,Apartment,Private room,1,1.0,1.0,30.0,Pankow,4,60
21534,none,52.551759999999994,13.39069,Hotel,Private room,2,1.0,1.0,65.0,Wedding,1,1125
21535,none,52.48505,13.42826,Apartment,Entire home/apt,6,1.0,2.0,80.0,Neukölln,3,8
21537,none,52.47075,13.28537,Apartment,Private room,2,1.0,1.0,60.0,Schmargendorf,2,30
21538,none,52.47261999999999,13.380889999999999,Apartment,Private room,2,1.0,1.0,50.0,Tempelhof,3,1125
21539,none,52.511880000000005,13.472470000000001,Apartment,Private room,2,1.0,1.0,40.0,Friedrichshain,2,1125
21540,none,52.49598,13.428479999999999,Apartment,Entire home/apt,2,1.0,0.0,70.0,Kreuzberg,1,1125
21541,none,52.5318,13.352379999999998,Apartment,Entire home/apt,2,1.0,1.0,75.0,Moabit,3,28
21543,none,52.49355,13.427270000000002,Apartment,Entire home/apt,6,2.0,3.0,81.0,Neukölln,4,1125
21544,none,52.487919999999995,13.39812,Apartment,Private room,2,1.5,1.0,45.0,Kreuzberg,1,1125
21545,none,52.602509999999995,13.439370000000002,House,Entire home/apt,5,1.0,2.0,120.0,Französisch Buchholz,2,1125
21546,none,52.510830000000006,13.46081,Apartment,Entire home/apt,2,1.0,1.0,100.0,Friedrichshain,1,14
21547,none,52.52946,13.398060000000001,Apartment,Private room,2,1.0,1.0,59.0,Mitte,4,1125
21548,none,52.471830000000004,13.446639999999999,Apartment,Private room,2,1.0,1.0,34.0,Neukölln,7,60
21549,none,52.49955,13.441220000000001,Apartment,Entire home/apt,4,1.0,2.0,65.0,Kreuzberg,1,1125
21550,none,52.489230000000006,13.43035,Apartment,Entire home/apt,4,1.0,2.0,60.0,Neukölln,3,1125
21551,none,52.53944,13.35152,Apartment,Entire home/apt,2,1.0,1.0,95.0,Wedding,1,1125
21553,none,52.4574,13.5185,Apartment,Entire home/apt,6,1.0,3.0,80.0,Niederschöneweide,3,360
21554,none,52.52601,13.33325,Apartment,Private room,2,1.0,1.0,50.0,Moabit,2,15
21555,none,52.50164,13.2987,Apartment,Entire home/apt,2,1.0,1.0,61.0,Charlottenburg,1,1125
21556,none,52.52575,13.422579999999998,Apartment,Entire home/apt,2,1.0,0.0,69.0,Friedrichshain,2,66
21557,none,52.52871999999999,13.346520000000002,Apartment,Private room,2,1.0,1.0,25.0,Moabit,7,14
21558,none,52.389759999999995,13.402389999999999,Apartment,Entire home/apt,3,1.0,1.0,100.0,Lichtenrade,3,30
21559,none,52.53326,13.38424,Apartment,Entire home/apt,3,1.0,1.0,149.0,Mitte,2,1125
21560,none,52.47832,13.330060000000001,Apartment,Private room,2,1.0,1.0,50.0,Wilmersdorf,1,1125
21561,none,52.53845,13.40962,Guesthouse,Entire home/apt,2,1.0,1.0,69.0,Prenzlauer Berg,1,90
21562,none,52.501180000000005,13.420129999999999,Apartment,Entire home/apt,2,1.0,1.0,45.0,Kreuzberg,6,10
21563,none,52.48202,13.42659,Apartment,Private room,1,1.0,1.0,45.0,Neukölln,5,1125
21564,none,52.5264,13.194239999999999,Loft,Entire home/apt,4,1.0,1.0,170.0,Wilhelmstadt,4,1125
21565,none,52.52401999999999,13.474720000000001,Apartment,Entire home/apt,4,1.0,2.0,80.0,Fennpfuhl,1,7
21566,none,52.53397,13.38088,Apartment,Private room,2,1.5,1.0,38.0,Mitte,2,1125
21567,none,52.52606,13.424529999999999,Apartment,Entire home/apt,3,1.0,0.0,79.0,Friedrichshain,2,1125
21568,none,52.5322,13.41361,Apartment,Entire home/apt,7,1.0,3.0,160.0,Prenzlauer Berg,1,1125
21569,none,52.49905,13.43879,Apartment,Private room,2,0.5,1.0,75.0,Kreuzberg,3,20
21570,none,52.489340000000006,13.422329999999999,Apartment,Entire home/apt,2,1.0,1.0,63.0,Kreuzberg,1,1125
21571,none,52.48976,13.42327,Apartment,Private room,2,1.0,1.0,36.0,Kreuzberg,2,7
21572,none,52.4763,13.463629999999998,Townhouse,Private room,2,1.0,2.0,41.0,Neukölln,1,30
21573,none,52.550709999999995,13.43798,Apartment,Private room,2,1.0,1.0,47.0,Weißensee,2,1125
21574,none,52.5232,13.33022,Condominium,Private room,2,1.5,1.0,45.0,Moabit,1,1125
21575,none,52.494769999999995,13.39679,Loft,Entire home/apt,2,1.0,1.0,100.0,Kreuzberg,1,1125
21577,none,52.55993,13.176689999999999,Apartment,Private room,2,1.0,0.0,38.0,Hakenfelde,3,30
21578,none,52.4767,13.42259,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,2,7
21579,none,52.551269999999995,13.385810000000001,Apartment,Entire home/apt,2,1.0,0.0,41.0,Wedding,2,90
21580,none,52.52991,13.40659,Apartment,Private room,2,2.0,1.0,60.0,Prenzlauer Berg,2,1125
21581,none,52.54156999999999,13.41169,Guesthouse,Entire home/apt,2,1.0,1.0,60.0,Prenzlauer Berg,1,90
21582,none,52.51554,13.46967,Apartment,Entire home/apt,2,1.0,1.0,65.0,Friedrichshain,6,1125
21583,none,52.53878,13.4184,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,3,1125
21584,none,52.45766999999999,13.37659,Apartment,Private room,2,1.0,1.0,35.0,Tempelhof,3,1125
21585,none,52.481019999999994,13.43644,Apartment,Private room,2,1.0,1.0,29.0,Neukölln,1,7
21586,none,52.49834,13.308270000000002,Apartment,Private room,2,1.0,1.0,75.0,Wilmersdorf,1,3
21588,none,52.51399,13.458979999999999,Apartment,Private room,2,2.0,1.0,54.0,Friedrichshain,1,5
21589,none,52.54906999999999,13.40971,Apartment,Private room,2,1.0,1.0,35.0,Prenzlauer Berg,4,14
21590,none,52.55415,13.3745,Apartment,Entire home/apt,2,1.0,1.0,55.0,Wedding,2,1125
21591,none,52.546119999999995,13.4573,Loft,Entire home/apt,4,2.5,2.0,150.0,Weißensee,5,30
21592,none,52.47855,13.33735,Apartment,Entire home/apt,2,1.0,1.0,54.0,Schöneberg,1,1125
21593,none,52.507090000000005,13.29884,Apartment,Entire home/apt,3,1.0,1.0,130.0,Charlottenburg,1,1125
21594,none,52.49267,13.46285,Apartment,Private room,2,1.0,1.0,100.0,Alt-Treptow,2,1125
21595,none,52.52166,13.451579999999998,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,2,8
21596,none,52.53103,13.330620000000001,Apartment,Private room,1,1.0,1.0,28.0,Moabit,2,1125
21597,none,52.503609999999995,13.36072,Apartment,Private room,2,1.0,1.0,38.0,Tiergarten,1,7
21598,none,52.462830000000004,13.37711,Apartment,Entire home/apt,4,1.0,2.0,125.0,Tempelhof,1,30
21599,none,52.487880000000004,13.394160000000001,Apartment,Entire home/apt,5,1.0,2.0,110.0,Kreuzberg,3,1125
21600,none,52.48859,13.39006,Apartment,Private room,2,1.0,1.0,49.0,Kreuzberg,1,60
21601,none,52.49386,13.438279999999999,Apartment,Entire home/apt,2,1.0,1.0,50.0,Kreuzberg,4,150
21602,none,52.46143000000001,13.341560000000001,Apartment,Private room,2,1.5,1.0,45.0,Steglitz,1,7
21603,none,52.51364,13.452879999999999,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,1,1125
21604,none,52.47384,13.29765,Apartment,Entire home/apt,2,1.5,1.0,40.0,Schmargendorf,5,1125
21605,none,52.52178000000001,13.37781,Apartment,Entire home/apt,2,1.0,1.0,60.0,Mitte,5,11
21606,none,52.5281,13.32465,Apartment,Private room,2,1.0,1.0,42.0,Moabit,1,1125
21607,none,52.5114,13.45786,Apartment,Entire home/apt,4,1.0,1.0,120.0,Friedrichshain,2,1125
21608,none,52.51866999999999,13.463170000000002,Apartment,Entire home/apt,2,1.0,0.0,53.0,Friedrichshain,1,7
21609,none,52.49701999999999,13.38546,Apartment,Private room,1,1.5,1.0,16.0,Kreuzberg,1,30
21610,none,52.531130000000005,13.34854,Serviced apartment,Entire home/apt,2,1.0,1.0,53.0,Moabit,1,365
21611,none,52.5489,13.409920000000001,Serviced apartment,Entire home/apt,4,1.5,2.0,66.0,Prenzlauer Berg,1,365
21612,none,52.55255,13.40205,Serviced apartment,Entire home/apt,2,1.0,1.0,53.0,Prenzlauer Berg,1,365
21613,none,52.55064,13.40064,Serviced apartment,Entire home/apt,2,1.0,1.0,53.0,Prenzlauer Berg,1,365
21614,none,52.552730000000004,13.401539999999999,Serviced apartment,Entire home/apt,2,1.0,1.0,53.0,Prenzlauer Berg,1,365
