,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
328,none,52.530809999999995,13.388320000000002,Apartment,Private room,1,1.0,1.0,29.0,Mitte,6,15
331,none,52.515859999999996,13.46388,Apartment,Private room,1,1.0,1.0,33.0,Friedrichshain,1,60
334,none,52.47636,13.42545,Apartment,Entire home/apt,2,1.0,2.0,86.0,Neukölln,4,45
335,none,52.48307,13.361070000000002,Apartment,Entire home/apt,4,1.0,1.0,69.0,Schöneberg,4,1125
337,none,52.46055,13.30744,Apartment,Private room,2,1.0,1.0,40.0,Steglitz,3,1125
339,none,52.50342,13.387870000000001,Apartment,Private room,2,1.0,1.0,32.0,Kreuzberg,2,5
340,none,52.53876999999999,13.411179999999998,Apartment,Entire home/apt,6,1.0,2.0,109.0,Prenzlauer Berg,3,365
341,none,52.526419999999995,13.38993,Apartment,Entire home/apt,2,1.0,1.0,180.0,Mitte,2,60
343,none,52.482519999999994,13.44715,Apartment,Entire home/apt,5,1.0,2.0,50.0,Neukölln,3,8
344,none,52.48835,13.405779999999998,Apartment,Entire home/apt,4,1.0,2.0,64.0,Kreuzberg,1,20
345,none,52.5142,13.415410000000001,Apartment,Entire home/apt,2,1.0,1.0,100.0,Mitte,5,14
347,none,52.529709999999994,13.389070000000002,Apartment,Entire home/apt,4,1.0,1.0,70.0,Mitte,2,30
348,none,52.52961,13.38904,Apartment,Entire home/apt,5,1.0,1.0,85.0,Mitte,2,365
350,none,52.491969999999995,13.414660000000001,Apartment,Entire home/apt,2,1.0,2.0,75.0,Kreuzberg,7,14
351,none,52.60825,13.47216,House,Private room,3,2.0,1.0,22.0,Karow,2,60
352,none,52.510940000000005,13.467,Apartment,Private room,2,1.0,1.0,51.0,Friedrichshain,2,7
353,none,52.53589,13.4242,Apartment,Private room,2,1.0,1.0,29.0,Prenzlauer Berg,2,1125
355,none,52.53829,13.41156,Apartment,Private room,2,1.0,1.0,59.0,Prenzlauer Berg,7,30
357,none,52.54133,13.413,Apartment,Entire home/apt,2,1.0,1.0,50.0,Prenzlauer Berg,2,21
358,none,52.4945,13.304129999999999,Apartment,Entire home/apt,2,1.0,1.0,28.0,Wilmersdorf,1,1125
359,none,52.5311,13.38851,Apartment,Entire home/apt,5,2.0,3.0,130.0,Mitte,5,31
360,none,52.487730000000006,13.396020000000002,Apartment,Private room,2,1.0,2.0,110.0,Kreuzberg,2,1125
361,none,52.4372,13.24245,House,Entire home/apt,2,1.0,1.0,90.0,Zehlendorf,2,90
362,none,52.49295,13.41286,Loft,Entire home/apt,4,1.0,1.0,83.0,Kreuzberg,2,1125
363,none,52.540409999999994,13.421439999999999,Apartment,Entire home/apt,5,1.5,3.0,200.0,Prenzlauer Berg,7,17
364,none,52.53285,13.41973,Apartment,Entire home/apt,2,1.0,1.0,70.0,Prenzlauer Berg,4,365
366,none,52.52986,13.410079999999999,Apartment,Private room,2,1.5,1.0,34.0,Prenzlauer Berg,3,60
368,none,52.4804,13.42087,Apartment,Private room,2,1.0,1.0,33.0,Neukölln,5,25
369,none,52.49952,13.336170000000001,Apartment,Entire home/apt,6,1.0,2.0,95.0,Wilmersdorf,4,300
371,none,52.54297,13.42026,Condominium,Entire home/apt,6,1.0,2.0,220.0,Prenzlauer Berg,1,1125
373,none,52.50849,13.454170000000001,Apartment,Entire home/apt,6,1.0,3.0,125.0,Friedrichshain,2,1125
374,none,52.49824,13.35382,Apartment,Entire home/apt,2,1.0,1.0,85.0,Schöneberg,3,120
375,none,52.513369999999995,13.47299,Apartment,Private room,3,1.0,1.0,15.0,Friedrichshain,3,7
376,none,52.49592,13.424760000000001,Apartment,Entire home/apt,2,1.0,1.0,58.0,Kreuzberg,5,1000
377,none,52.49909,13.33641,Apartment,Entire home/apt,4,1.0,0.0,79.0,Wilmersdorf,4,300
378,none,52.52874,13.4069,Apartment,Private room,2,1.0,1.0,45.0,Mitte,3,1125
379,none,52.47967,13.42351,Apartment,Entire home/apt,4,1.0,1.0,90.0,Neukölln,3,180
380,none,52.49505,13.349929999999999,Guest suite,Entire home/apt,2,1.0,1.0,70.0,Schöneberg,3,1125
381,none,52.52916999999999,13.40289,Apartment,Private room,2,1.0,1.0,44.0,Mitte,3,1125
382,none,52.51736,13.415289999999999,Apartment,Entire home/apt,2,1.0,1.0,125.0,Mitte,1,364
383,none,52.50049,13.2999,Apartment,Private room,2,1.0,1.0,38.0,Charlottenburg,7,21
385,none,52.49273,13.41885,Apartment,Entire home/apt,2,1.5,1.0,50.0,Kreuzberg,7,30
386,none,52.53569,13.37866,Apartment,Entire home/apt,2,1.0,0.0,75.0,Mitte,2,60
387,none,52.536919999999995,13.38,Apartment,Entire home/apt,2,1.0,1.0,75.0,Mitte,2,60
388,none,52.51206,13.4175,Apartment,Private room,2,1.0,1.0,50.0,Mitte,1,1125
389,none,52.49491,13.39652,Apartment,Entire home/apt,4,1.0,2.0,39.0,Kreuzberg,7,40
391,none,52.5436,13.42162,Apartment,Entire home/apt,12,2.0,4.0,199.0,Prenzlauer Berg,4,1125
392,none,52.494009999999996,13.41804,Apartment,Entire home/apt,3,1.0,2.0,65.0,Kreuzberg,3,11
393,none,52.5308,13.432739999999999,Apartment,Entire home/apt,3,1.0,1.0,76.0,Prenzlauer Berg,4,365
394,none,52.545019999999994,13.41874,Apartment,Private room,2,1.5,1.0,35.0,Prenzlauer Berg,5,1125
397,none,52.48659,13.43622,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,5,14
398,none,52.48891999999999,13.35035,Apartment,Entire home/apt,5,2.5,2.0,245.0,Schöneberg,4,1125
400,none,52.49025,13.39512,Apartment,Entire home/apt,5,1.0,2.0,79.0,Kreuzberg,7,65
401,none,52.49159,13.4481,Apartment,Entire home/apt,3,1.0,2.0,37.0,Alt-Treptow,7,30
403,none,52.543769999999995,13.41862,Apartment,Entire home/apt,2,1.0,2.0,105.0,Prenzlauer Berg,2,14
404,none,52.432680000000005,13.70902,Apartment,Entire home/apt,4,1.0,1.0,51.0,Rahnsdorf,3,1125
405,none,52.4684,13.4436,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,3,1125
406,none,52.48114,13.360579999999999,Apartment,Entire home/apt,2,1.0,1.0,64.0,Schöneberg,1,360
407,none,52.506069999999994,13.422310000000001,Condominium,Entire home/apt,2,1.0,0.0,100.0,Mitte,3,60
408,none,52.551680000000005,13.37969,Apartment,Entire home/apt,4,1.0,2.0,64.0,Wedding,6,14
410,none,52.494519999999994,13.41194,Condominium,Entire home/apt,4,1.0,2.0,80.0,Kreuzberg,3,90
411,none,52.55093000000001,13.42182,Apartment,Entire home/apt,2,1.0,2.0,77.0,Prenzlauer Berg,5,365
413,none,52.54858,13.39993,Apartment,Entire home/apt,4,1.0,1.0,68.0,Prenzlauer Berg,1,1125
414,none,52.3462,13.644670000000001,Apartment,Entire home/apt,4,1.0,1.0,99.0,Schmöckwitz,2,1125
415,none,52.49054,13.34963,Apartment,Private room,2,1.0,1.0,40.0,Schöneberg,3,10
416,none,52.49276999999999,13.39564,Apartment,Private room,1,0.5,1.0,38.0,Kreuzberg,2,120
418,none,52.50971,13.452679999999999,Apartment,Entire home/apt,4,1.5,1.0,85.0,Friedrichshain,3,30
419,none,52.551269999999995,13.37895,Apartment,Entire home/apt,2,1.0,1.0,39.0,Wedding,6,7
420,none,52.49193,13.410420000000002,Apartment,Private room,3,1.0,1.0,55.0,Kreuzberg,6,60
421,none,52.46374,13.483870000000001,Apartment,Entire home/apt,5,1.0,3.0,59.0,Baumschulenweg,4,1125
423,none,52.54014,13.373220000000002,Apartment,Entire home/apt,5,1.5,2.0,120.0,Wedding,3,12
424,none,52.52565,13.395660000000001,Apartment,Private room,2,0.5,2.0,50.0,Mitte,1,40
425,none,52.481269999999995,13.4232,Apartment,Entire home/apt,2,1.0,1.0,80.0,Neukölln,5,30
426,none,52.54975,13.40557,Apartment,Private room,6,2.0,3.0,30.0,Prenzlauer Berg,1,30
428,none,52.513740000000006,13.451839999999999,Apartment,Entire home/apt,3,1.0,1.0,95.0,Friedrichshain,3,1125
429,none,52.54428000000001,13.415389999999999,Apartment,Private room,2,1.0,1.0,33.0,Prenzlauer Berg,1,30
430,none,52.51098,13.46463,Apartment,Entire home/apt,2,1.0,1.0,50.0,Friedrichshain,2,14
431,none,52.478069999999995,13.126339999999999,Apartment,Private room,4,1.0,2.0,49.0,Kladow,2,90
432,none,52.43263,13.509620000000002,Apartment,Entire home/apt,2,1.0,1.0,50.0,Johannisthal,3,366
433,none,52.5321,13.415389999999999,Apartment,Private room,2,1.0,1.0,44.0,Prenzlauer Berg,1,45
434,none,52.528369999999995,13.41968,Apartment,Private room,2,1.0,1.0,35.0,Prenzlauer Berg,2,1125
435,none,52.52511,13.338610000000001,Apartment,Private room,5,1.0,1.0,120.0,Moabit,2,1125
436,none,52.49046,13.40949,Apartment,Entire home/apt,5,1.0,2.0,59.0,Kreuzberg,3,30
437,none,52.539030000000004,13.411229999999998,Apartment,Entire home/apt,2,1.0,2.0,48.0,Prenzlauer Berg,3,30
438,none,52.501059999999995,13.415189999999999,Apartment,Private room,3,1.0,1.0,15.0,Kreuzberg,1,1125
439,none,52.46546,13.423720000000001,Apartment,Entire home/apt,4,1.5,2.0,59.0,Neukölln,7,1125
441,none,52.49978,13.34365,Apartment,Entire home/apt,4,1.0,1.0,76.0,Schöneberg,4,365
442,none,52.53761,13.423470000000002,Apartment,Entire home/apt,2,1.0,1.0,70.0,Prenzlauer Berg,3,14
443,none,52.50626,13.477970000000001,Apartment,Entire home/apt,3,1.0,2.0,30.0,Rummelsburg,3,1125
444,none,52.41493,13.478229999999998,Condominium,Entire home/apt,2,1.0,1.0,50.0,Rudow,3,60
445,none,52.50108,13.375210000000001,Apartment,Private room,2,1.0,1.0,22.0,Kreuzberg,2,14
446,none,52.555640000000004,13.406889999999999,Apartment,Private room,1,1.0,1.0,20.0,Prenzlauer Berg,7,1125
447,none,52.54792,13.353,Apartment,Private room,1,1.0,1.0,42.0,Wedding,2,7
448,none,52.53755,13.40526,Apartment,Entire home/apt,3,1.0,1.0,45.0,Mitte,2,1125
449,none,52.49279,13.4269,Condominium,Entire home/apt,2,1.0,1.0,100.0,Neukölln,4,180
450,none,52.488609999999994,13.39451,Apartment,Private room,2,1.0,1.0,50.0,Kreuzberg,2,14
451,none,52.53781,13.42695,Apartment,Private room,3,1.0,1.0,33.0,Prenzlauer Berg,2,14
452,none,52.53148,13.4256,Apartment,Entire home/apt,6,2.0,3.0,135.0,Prenzlauer Berg,5,14
455,none,52.4132,13.47822,Condominium,Entire home/apt,2,1.0,1.0,60.0,Rudow,3,60
456,none,52.471019999999996,13.4279,Apartment,Private room,4,1.0,1.0,50.0,Neukölln,3,14
457,none,52.53524,13.35631,Apartment,Entire home/apt,6,1.0,1.0,65.0,Moabit,3,1125
458,none,52.52774,13.407779999999999,Apartment,Entire home/apt,6,2.0,3.0,140.0,Mitte,4,1100
459,none,52.4974,13.302589999999999,Apartment,Entire home/apt,8,1.0,3.0,140.0,Wilmersdorf,1,1125
460,none,52.57206,13.35545,Apartment,Private room,2,1.0,1.0,29.0,Reinickendorf,1,160
461,none,52.52945,13.39296,Apartment,Entire home/apt,3,1.0,1.0,65.0,Mitte,5,60
465,none,52.52114,13.454410000000001,Apartment,Entire home/apt,6,1.0,3.0,85.0,Friedrichshain,3,60
467,none,52.49438000000001,13.41875,Apartment,Entire home/apt,4,1.0,1.0,100.0,Kreuzberg,4,1125
469,none,52.4905,13.42465,Loft,Entire home/apt,6,1.5,0.0,235.0,Neukölln,2,15
470,none,52.5267,13.40414,Apartment,Entire home/apt,4,2.0,2.0,100.0,Mitte,3,14
471,none,52.51126,13.41641,Apartment,Entire home/apt,2,1.0,1.0,72.0,Mitte,1,1125
472,none,52.538830000000004,13.455829999999999,Guesthouse,Entire home/apt,3,1.0,1.0,80.0,Prenzlauer Berg,4,180
473,none,52.490809999999996,13.431420000000001,Apartment,Entire home/apt,2,1.0,1.0,45.0,Neukölln,3,14
474,none,52.544830000000005,13.417589999999999,Condominium,Entire home/apt,2,1.0,1.0,60.0,Prenzlauer Berg,6,60
475,none,52.50833000000001,13.456579999999999,Apartment,Private room,2,1.0,1.0,36.0,Friedrichshain,3,30
478,none,52.502269999999996,13.455729999999999,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,2,1125
479,none,52.54571,13.39274,Apartment,Private room,2,1.0,1.0,24.0,Wedding,3,18
480,none,52.572990000000004,13.3543,Apartment,Private room,2,1.0,1.0,60.0,Reinickendorf,2,30
481,none,52.534980000000004,13.40521,Apartment,Entire home/apt,5,2.0,3.0,100.0,Mitte,4,30
483,none,52.499469999999995,13.30286,Apartment,Entire home/apt,2,1.0,2.0,66.0,Charlottenburg,5,365
484,none,52.55248,13.412289999999999,Apartment,Private room,2,1.0,1.0,102.0,Prenzlauer Berg,2,1125
485,none,52.4983,13.42424,Loft,Entire home/apt,2,1.0,1.0,109.0,Kreuzberg,5,14
487,none,52.49496,13.40449,Apartment,Entire home/apt,2,1.0,1.0,35.0,Kreuzberg,5,7
488,none,52.538669999999996,13.41669,Apartment,Private room,4,1.0,2.0,90.0,Prenzlauer Berg,1,1125
489,none,52.48481999999999,13.429789999999999,Apartment,Private room,2,1.0,1.0,29.0,Neukölln,4,30
490,none,52.48526999999999,13.442060000000001,Apartment,Private room,2,1.0,1.0,49.0,Neukölln,2,5
491,none,52.49833,13.447479999999999,Apartment,Private room,2,1.0,1.0,45.0,Kreuzberg,3,22
493,none,52.48265,13.42547,Apartment,Private room,2,1.0,1.0,21.0,Neukölln,1,63
494,none,52.51862,13.461279999999999,Apartment,Entire home/apt,4,1.0,1.0,35.0,Friedrichshain,3,30
495,none,52.54153,13.419120000000001,Apartment,Entire home/apt,4,1.5,1.0,100.0,Prenzlauer Berg,4,1125
496,none,52.49278,13.420279999999998,Apartment,Entire home/apt,4,1.0,2.0,150.0,Kreuzberg,4,1125
497,none,52.47973,13.421710000000001,Apartment,Entire home/apt,2,1.0,1.0,40.0,Neukölln,4,20
499,none,52.55195,13.401470000000002,Apartment,Entire home/apt,3,1.0,1.0,45.0,Prenzlauer Berg,7,1125
501,none,52.493219999999994,13.432579999999998,Loft,Entire home/apt,4,1.0,1.0,95.0,Kreuzberg,4,14
503,none,52.555080000000004,13.43336,Apartment,Private room,1,1.0,1.0,45.0,Weißensee,5,40
504,none,52.54626999999999,13.41363,Apartment,Entire home/apt,2,1.0,1.0,69.0,Prenzlauer Berg,3,40
505,none,52.55011999999999,13.46222,Apartment,Private room,1,1.0,1.0,33.0,Weißensee,3,31
506,none,52.49861,13.3536,Apartment,Private room,1,1.0,1.0,75.0,Schöneberg,3,40
507,none,52.49188,13.42087,Apartment,Private room,2,0.5,1.0,35.0,Kreuzberg,2,18
508,none,52.48158000000001,13.42914,Apartment,Entire home/apt,3,1.0,3.0,80.0,Neukölln,2,1125
509,none,52.48796,13.420720000000001,Loft,Entire home/apt,5,1.0,3.0,200.0,Kreuzberg,3,1125
511,none,52.48251,13.43811,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,1,1125
512,none,52.4984,13.415,Apartment,Entire home/apt,5,1.0,2.0,75.0,Kreuzberg,1,30
513,none,52.49905,13.4158,Apartment,Private room,2,1.0,1.0,57.0,Kreuzberg,1,365
514,none,52.52867,13.38316,Apartment,Entire home/apt,3,1.5,2.0,208.0,Mitte,6,45
515,none,52.48815,13.323229999999999,Apartment,Private room,1,1.0,1.0,45.0,Wilmersdorf,1,7
516,none,52.47517,13.425920000000001,Apartment,Entire home/apt,5,1.0,2.0,100.0,Neukölln,4,7
518,none,52.529759999999996,13.39681,Apartment,Entire home/apt,2,1.0,1.0,79.0,Mitte,3,1000
519,none,52.53088,13.351070000000002,Apartment,Entire home/apt,2,1.0,1.0,44.0,Moabit,4,365
520,none,52.59685,13.37536,Apartment,Entire home/apt,2,1.5,1.0,45.0,Rosenthal,1,1125
521,none,52.529219999999995,13.43467,Apartment,Entire home/apt,4,1.0,2.0,50.0,Prenzlauer Berg,2,21
522,none,52.488859999999995,13.394160000000001,Apartment,Entire home/apt,4,1.0,2.0,78.0,Kreuzberg,3,1125
523,none,52.48418,13.422020000000002,Apartment,Entire home/apt,2,1.0,1.0,35.0,Neukölln,1,1125
524,none,52.53406999999999,13.360629999999999,Apartment,Entire home/apt,3,1.0,1.0,95.0,Moabit,3,21
525,none,52.54261999999999,13.39872,Apartment,Entire home/apt,5,1.0,2.0,100.0,Wedding,4,7
526,none,52.50356,13.36244,Guesthouse,Entire home/apt,8,2.0,3.0,125.0,Tiergarten,3,1125
527,none,52.49621,13.399479999999999,Apartment,Entire home/apt,4,1.0,1.0,79.0,Kreuzberg,4,365
528,none,52.492169999999994,13.420520000000002,Apartment,Entire home/apt,3,1.0,0.0,65.0,Kreuzberg,5,20
529,none,52.48715,13.380189999999999,Apartment,Entire home/apt,7,2.0,3.0,100.0,Kreuzberg,4,21
530,none,52.48961,13.35169,Apartment,Entire home/apt,4,1.0,1.0,35.0,Schöneberg,3,1125
531,none,52.55737,13.41019,Loft,Entire home/apt,2,1.0,0.0,59.0,Prenzlauer Berg,3,365
535,none,52.56071,13.49412,House,Private room,2,2.0,1.0,30.0,Alt-Hohenschönhausen,2,31
536,none,52.53872,13.40515,Apartment,Private room,4,1.0,1.0,80.0,Mitte,3,21
537,none,52.54981,13.407020000000001,Loft,Entire home/apt,6,1.0,1.0,75.0,Prenzlauer Berg,2,90
538,none,52.45296,13.3538,House,Entire home/apt,9,1.5,4.0,100.0,Steglitz,2,1125
539,none,52.54055,13.392270000000002,Apartment,Entire home/apt,3,1.0,1.0,73.0,Wedding,4,30
540,none,52.49168,13.368970000000001,Apartment,Private room,2,1.0,1.0,45.0,Schöneberg,3,365
541,none,52.55401,13.34651,Apartment,Entire home/apt,1,1.0,1.0,39.0,Wedding,7,17
542,none,52.54521,13.418820000000002,Apartment,Entire home/apt,2,1.0,1.0,85.0,Prenzlauer Berg,3,90
543,none,52.50798,13.466289999999999,Apartment,Entire home/apt,2,1.5,1.0,80.0,Friedrichshain,3,28
544,none,52.46985,13.43428,Apartment,Entire home/apt,2,1.0,1.0,50.0,Neukölln,6,365
545,none,52.48112,13.42234,Apartment,Private room,4,2.0,2.0,35.0,Neukölln,2,14
547,none,52.46625,13.342529999999998,Apartment,Private room,2,1.0,1.0,35.0,Schöneberg,7,30
549,none,52.55415,13.41404,Apartment,Entire home/apt,2,1.0,1.0,89.0,Prenzlauer Berg,5,360
550,none,52.52973000000001,13.388720000000001,Apartment,Entire home/apt,5,2.0,2.0,68.0,Mitte,5,21
551,none,52.529990000000005,13.350670000000001,Apartment,Entire home/apt,4,1.5,3.0,119.0,Moabit,3,1125
553,none,52.56341,13.42063,Apartment,Entire home/apt,4,1.0,1.0,58.0,Pankow,1,1125
554,none,52.470369999999996,13.4406,Apartment,Entire home/apt,4,1.0,1.0,59.0,Neukölln,2,1125
556,none,52.548559999999995,13.45633,Apartment,Private room,2,1.0,1.0,17.0,Weißensee,2,7
557,none,52.51283000000001,13.492029999999998,Apartment,Private room,2,1.0,1.0,38.0,Lichtenberg,3,25
558,none,52.529619999999994,13.39739,Apartment,Private room,3,1.5,1.0,100.0,Mitte,5,1125
560,none,52.55073,13.423110000000001,Apartment,Entire home/apt,4,1.0,2.0,75.0,Prenzlauer Berg,3,30
561,none,52.46484,13.33283,Apartment,Entire home/apt,4,1.0,3.0,60.0,Steglitz,5,365
563,none,52.51664,13.549439999999999,House,Private room,1,1.0,1.0,30.0,Biesdorf,2,23
567,none,52.496869999999994,13.4422,Apartment,Entire home/apt,2,1.5,2.0,100.0,Kreuzberg,1,10
569,none,52.489959999999996,13.429170000000001,Apartment,Private room,2,1.0,1.0,38.0,Neukölln,3,7
570,none,52.512519999999995,13.45995,Apartment,Entire home/apt,2,1.0,1.0,40.0,Friedrichshain,3,5
572,none,52.49675,13.44723,Apartment,Entire home/apt,2,1.0,1.0,80.0,Kreuzberg,5,9
573,none,52.525940000000006,13.349960000000001,Apartment,Entire home/apt,2,1.0,1.0,49.0,Moabit,4,365
574,none,52.530919999999995,13.41815,Apartment,Private room,2,1.0,1.0,80.0,Prenzlauer Berg,3,90
575,none,52.44811,13.43834,Condominium,Entire home/apt,2,1.0,1.0,62.0,Britz,3,30
576,none,52.49716,13.34055,Loft,Entire home/apt,2,1.0,1.0,120.0,Schöneberg,3,40
577,none,52.499159999999996,13.419579999999998,Apartment,Entire home/apt,2,1.0,1.0,120.0,Kreuzberg,2,1125
578,none,52.490680000000005,13.40485,Apartment,Entire home/apt,5,1.0,2.0,95.0,Kreuzberg,2,1125
579,none,52.502230000000004,13.29911,Apartment,Entire home/apt,6,1.0,2.0,160.0,Charlottenburg,3,365
582,none,52.47161,13.37225,Apartment,Entire home/apt,4,1.0,1.0,60.0,Tempelhof,5,1125
583,none,52.54838,13.40226,Apartment,Entire home/apt,3,1.0,1.0,107.0,Prenzlauer Berg,1,1125
584,none,52.49759,13.315999999999999,Apartment,Private room,2,0.0,1.0,30.0,Wilmersdorf,2,365
585,none,52.49899,13.313979999999999,Apartment,Private room,2,1.0,1.0,29.0,Wilmersdorf,1,365
587,none,52.53076,13.42871,Apartment,Entire home/apt,4,2.0,2.0,100.0,Prenzlauer Berg,5,1125
588,none,52.5349,13.34786,Apartment,Private room,1,1.0,1.0,42.0,Moabit,2,90
590,none,52.54544,13.42596,Apartment,Entire home/apt,4,1.0,2.0,92.0,Prenzlauer Berg,3,120
592,none,52.47326999999999,13.423229999999998,Apartment,Entire home/apt,4,1.0,2.0,63.0,Neukölln,7,1125
593,none,52.49086,13.430620000000001,Apartment,Entire home/apt,2,1.0,1.0,50.0,Neukölln,1,28
594,none,52.47449,13.29145,Apartment,Entire home/apt,3,1.0,1.0,45.0,Schmargendorf,3,90
595,none,52.53085,13.39581,Apartment,Entire home/apt,2,1.0,1.0,59.0,Mitte,3,30
596,none,52.514309999999995,13.309970000000002,Apartment,Entire home/apt,2,1.0,0.0,79.0,Charlottenburg,4,90
597,none,52.544259999999994,13.42435,Apartment,Entire home/apt,4,1.0,1.0,48.0,Prenzlauer Berg,3,1123
598,none,52.573,13.36948,Apartment,Entire home/apt,6,1.5,2.0,66.0,Reinickendorf,2,120
599,none,52.547169999999994,13.401829999999999,Apartment,Private room,2,1.0,1.0,35.0,Prenzlauer Berg,2,9
600,none,52.4763,13.4415,Apartment,Entire home/apt,4,1.0,1.0,55.0,Neukölln,5,1125
602,none,52.469440000000006,13.429889999999999,Apartment,Entire home/apt,2,1.0,1.0,50.0,Neukölln,7,62
604,none,52.451609999999995,13.24037,House,Entire home/apt,6,2.5,4.0,150.0,Zehlendorf,7,1125
605,none,52.44602,13.448360000000001,House,Entire home/apt,4,1.0,2.0,190.0,Britz,3,180
606,none,52.535940000000004,13.40841,Apartment,Entire home/apt,8,2.0,4.0,150.0,Prenzlauer Berg,5,1125
607,none,52.482859999999995,13.4392,Apartment,Private room,1,1.5,1.0,99.0,Neukölln,5,21
609,none,52.49224,13.36915,Apartment,Entire home/apt,4,2.0,2.0,62.0,Schöneberg,5,23
612,none,52.531119999999994,13.39541,Apartment,Entire home/apt,2,1.0,1.0,85.0,Mitte,3,6
613,none,52.50755,13.345070000000002,Condominium,Private room,2,1.0,1.0,45.0,Tiergarten,3,365
614,none,52.511469999999996,13.45742,Apartment,Entire home/apt,3,1.0,1.0,159.0,Friedrichshain,3,1125
616,none,52.543890000000005,13.421629999999999,Apartment,Entire home/apt,3,1.0,1.0,75.0,Prenzlauer Berg,3,1125
617,none,52.48625,13.42349,Apartment,Private room,2,1.0,1.0,51.0,Neukölln,2,21
618,none,52.543890000000005,13.421629999999999,Condominium,Entire home/apt,4,1.0,1.0,85.0,Prenzlauer Berg,3,90
619,none,52.49228000000001,13.3993,Apartment,Private room,2,1.0,1.0,30.0,Kreuzberg,1,6
620,none,52.48048000000001,13.42886,Apartment,Private room,2,1.0,1.0,60.0,Neukölln,1,2
621,none,52.54684,13.41092,Apartment,Entire home/apt,2,1.0,1.0,50.0,Prenzlauer Berg,2,30
622,none,52.55333,13.44922,Apartment,Private room,1,1.0,1.0,50.0,Weißensee,1,1125
625,none,52.583819999999996,13.342939999999999,Apartment,Entire home/apt,3,1.0,2.0,45.0,Wittenau,2,31
626,none,52.500730000000004,13.36276,Apartment,Entire home/apt,4,1.0,2.0,79.0,Tiergarten,3,30
627,none,52.52938,13.432879999999999,Apartment,Entire home/apt,2,1.0,1.0,50.0,Prenzlauer Berg,3,60
628,none,52.525909999999996,13.34056,Apartment,Entire home/apt,3,1.0,1.0,85.0,Moabit,5,90
629,none,52.49139,13.41305,Apartment,Entire home/apt,4,1.0,1.0,79.0,Kreuzberg,1,90
631,none,52.49915,13.401229999999998,Apartment,Entire home/apt,5,1.0,2.0,47.0,Kreuzberg,3,20
633,none,52.53355,13.402320000000001,Apartment,Entire home/apt,5,1.0,3.0,79.0,Mitte,5,22
634,none,52.549130000000005,13.4075,Apartment,Private room,2,1.0,1.0,31.0,Prenzlauer Berg,2,150
635,none,52.5516,13.40974,Apartment,Entire home/apt,4,1.0,3.0,90.0,Prenzlauer Berg,5,30
636,none,52.53592,13.40546,Apartment,Private room,2,1.0,1.0,45.0,Mitte,1,7
